หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว๊บไซต์
GUNKUL,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 1177 อาคารเพิร์ล แบงก์ค็อก ชั้น 8 ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม.,10400,0-2242-5800,0-2242-5818-9,http://www.gunkul.com
GVREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,เลขที่ 944 มิตรทาวน์ ออฟฟิศ ทาวเวอร์ ชั้น 22 ถนนพระรามสี่ แขวงวังใหม่ เขตปทุมวัน กทม.,10330,0-2483-0000,-,www.gvreit.com
GYT,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,50/9 หมู่ที่ 3 ถนนพหลโยธิน กม. 36 ตำบลคลองหนึ่ง อำเภอคลองหลวง ปทุมธานี,12120,0-2909-8080,0-2909-8068,www.goodyear.co.th
HANA,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,เลขที่ 65/98 ซอยวิภาวดี-รังสิต 64 แยก 2 แขวงตลาดบางเขน เขตหลักสี่ กทม.,10210,"0-2551-1297, 0-2521-4935-9","0-2551-1299 , 0-2552-4906",www.hanagroup.com
HARN,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),mai,บริการ,-,เลขที่ 559 ซอยศูนย์วิจัย 4 ถนนพระราม 9 แขวงบางกะปิ เขตห้วยขวาง กทม.,10310,0-2318-9744,0-2318-9744 ต่อ 4000,www.harn.co.th
HEMP,บริษัท เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),mai,บริการ,-,19 ซอยรามคำแหง 22 (จิตตรานุเคราะห์) ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.,10240,0-2514-5000,-,https://www.hempcorp.co.th
HFT,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,317 ซอย 6C หมู่ 4 นิคมอุตสาหกรรมบางปู ตำบลแพรกษา อำเภอเมืองสมุทรปราการ สมุทรปราการ,10280,0-2709-6580,"0-2324-0483-4, 0-2709-6589",www.duro.co.th
HMPRO,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),SET,บริการ,พาณิชย์,31 ถนนประชาชื่นนนทบุรี ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี,11000,0-2832-1000,0-2832-1400,www.homepro.co.th
HPF,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าเหมราชอินดัสเตรียล,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,เลขที่ 199 อาคารคอลัมน์ทาวเวอร์ ชั้น G และชั้น 21 - 23 ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กทม.,10110,0-2649-2000,0-2649-2100,www.mfcfund.com
HPT,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,เลขที่ 119 หมู่ที่ 15 ถนนลำปาง-ตาก ตำบลสบปราบ อำเภอสบปราบ ลำปาง,52170,0-5485-8996,0-5429-6556,www.homepottery.com
HREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์เหมราช,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,เลขที่ 777 อาคารดับบลิวเอชเอ ทาวเวอร์ ห้อง 2206A ชั้น 22 หมู่ 13 ถนนเทพรัตน (บางนา-ตราด) กม. 7 ต. บางแก้ว อ. บางพลี สมุทรปราการ,10540,0-2719-9557,0-2719-9553,www.hemarajreit.com
HTC,บริษัท หาดทิพย์ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,36 ซอยเอกมัย 10 แยก 2 ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,10110,0-2391-4488,"0-2381-2257 , 0-2390-1925",http://www.haadthip.com
HTECH,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,41 หมู่ 14 นิคมอุตสาหกรรมบางชัน ซอย 6 ถนนเสรีไทย แขวงมีนบุรี เขตมีนบุรี กทม.,10510,0-2906-3259-60,0-2906-3261,www.halcyon.co.th
HUMAN,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,เลขที่ 2 ซอยรองเมือง 5 ถนนรองเมือง แขวงรองเมือง เขตปทุมวัน กทม.,10330,0-2636-6999,0-2092-9202,www.humanica.com
HYDRO,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,เลขที่ 1 อาคาร ทีพี แอนด์ ที ชั้น 14 ซอยวิภาวดีรังสิต 19 แขวงจตุจักร เขตจตุจักร กทม.,10900,0-2936-1661-2,0-2936-1669,www.hydrotek.co.th
ICC,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,530 ซอยสาธุประดิษฐ์ 58 แขวงบางโพงพาง เขตยานนาวา กทม.,10120,"0-2293-9000, 0-2293-9300",0-2294-3024,http://www.icc.co.th
ICHI,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,เลขที่ 8 อาคารทีวัน ชั้น 42-44 ซอยสุขุมวิท 40 แขวงพระโขนง เขตคลองเตย กทม.,10110,0-2023-1111,0-2020-3999,www.ichitangroup.com
ICN,บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน),mai,เทคโนโลยี,-,393 อาคาร ดี.เค.เจ ชั้น 5 ถ.สุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กทม.,10230,0-2553-0755-6,0-2553-0757,www.icn.co.th
IFEC,บริษัท อินเตอร์ ฟาร์อีสท์ เอ็นเนอร์ยี่ คอร์ปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,33/4 อาคารเดอะไนน์ ทาวเวอร์ ชั้น 29 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กทม.,10310,0-2168-1378-86,0-2168-1387,www.ifec.co.th
IFS,บริษัท ไอเอฟเอส แคปปิตอล (ประเทศไทย) จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,เลขที่ 1168/55 ชั้น 20 อาคารลุมพินีทาวเวอร์ ถนนพระราม 4 แขวงทุ่งมหาเมฆ เขตสาทร กทม.,10120,0-2285-6326-32,"0-2285-6335, 0-2679-9159",http://www.ifscapthai.com
